#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_10.001: FeXANES_GT5_flakysmooth2_Fe_10.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_10.001
 7032.05000,  8.84556e-4
 7037.05000,  5.37036e-4
 7042.05000,  2.07251e-4
 7047.05000,  9.57699e-5
 7052.05000, -1.53173e-4
 7057.05000, -4.90818e-4
 7062.05000, -5.55069e-4
 7067.05000, -4.27030e-4
 7072.05000, -2.33269e-4
 7077.05000,  1.79315e-4
 7082.05000,  8.39987e-4
 7087.05000,  0.00145941
 7092.05000,  0.00348384
 7097.05000,  0.00424391
 7102.05000,  0.01074713
 7102.35000,  0.01107005
 7102.65000,  0.01170999
 7102.95000,  0.01185405
 7103.25000,  0.01225310
 7103.55000,  0.01249556
 7103.85000,  0.01315483
 7104.15000,  0.01368785
 7104.45000,  0.01451226
 7104.75000,  0.01509491
 7105.05000,  0.01558453
 7105.35000,  0.01570422
 7105.65000,  0.01665958
 7105.95000,  0.01764872
 7106.25000,  0.01834839
 7106.55000,  0.01936937
 7106.85000,  0.01977603
 7107.15000,  0.02126478
 7107.45000,  0.02204945
 7107.75000,  0.02375516
 7108.05000,  0.02470341
 7108.35000,  0.02595924
 7108.65000,  0.02772106
 7108.95000,  0.03081217
 7109.25000,  0.03279636
 7109.55000,  0.03699010
 7109.85000,  0.04256605
 7110.15000,  0.05007591
 7110.45000,  0.05985862
 7110.75000,  0.07165865
 7111.05000,  0.07690573
 7111.35000,  0.07863392
 7111.65000,  0.07762221
 7111.95000,  0.07633100
 7112.25000,  0.07565608
 7112.55000,  0.07701275
 7112.85000,  0.07947918
 7113.15000,  0.08037229
 7113.45000,  0.07992483
 7113.75000,  0.08055996
 7114.05000,  0.08164001
 7114.35000,  0.08671917
 7114.65000,  0.09077495
 7114.95000,  0.09905257
 7115.25000,  0.10603026
 7115.55000,  0.12025858
 7115.85000,  0.13520195
 7116.15000,  0.15538363
 7116.45000,  0.18000196
 7116.75000,  0.21107344
 7117.05000,  0.24939546
 7117.35000,  0.28288625
 7117.65000,  0.33408837
 7117.95000,  0.39107671
 7118.25000,  0.46785940
 7118.55000,  0.53178959
 7118.85000,  0.59312133
 7119.15000,  0.61965005
 7119.45000,  0.67980073
 7119.75000,  0.72862858
 7120.05000,  0.77823687
 7120.35000,  0.79053879
 7120.65000,  0.84386484
 7120.95000,  0.88097592
 7121.25000,  0.92301299
 7121.55000,  0.93810601
 7121.85000,  0.98259261
 7122.15000,  1.01152885
 7122.45000,  1.04886391
 7122.75000,  1.09031915
 7123.05000,  1.12518096
 7123.35000,  1.16213396
 7123.65000,  1.19307807
 7123.95000,  1.21976642
 7124.25000,  1.24198261
 7124.55000,  1.26260541
 7124.85000,  1.28098128
 7125.15000,  1.29798153
 7125.45000,  1.30972119
 7125.75000,  1.31960457
 7126.05000,  1.32460734
 7126.35000,  1.32481671
 7126.65000,  1.32089031
 7126.95000,  1.31013676
 7127.25000,  1.29812987
 7127.55000,  1.29027552
 7127.85000,  1.28664924
 7128.15000,  1.27094972
 7128.45000,  1.26030595
 7128.75000,  1.25324080
 7129.05000,  1.23919579
 7129.35000,  1.22714378
 7129.65000,  1.21507212
 7129.95000,  1.19723992
 7130.25000,  1.18347140
 7130.55000,  1.16621439
 7130.85000,  1.14713567
 7131.15000,  1.13359280
 7131.45000,  1.11358822
 7131.75000,  1.09947631
 7132.05000,  1.08413537
 7133.05000,  1.05358698
 7134.05000,  1.02802459
 7135.05000,  1.01657682
 7136.05000,  1.00425659
 7137.05000,  1.00477460
