#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_12.001: FeXANES_GT5_flakysmooth2_Fe_12.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_12.001
 7032.05000,  0.00113791
 7037.05000,  6.85534e-4
 7042.05000,  3.71622e-4
 7047.05000, -6.67330e-5
 7052.05000, -3.74838e-4
 7057.05000, -2.88477e-4
 7062.05000, -5.64761e-4
 7067.05000, -7.65299e-4
 7072.05000, -1.27262e-4
 7077.05000, -1.74768e-4
 7082.05000,  0.00130498
 7087.05000,  0.00267868
 7092.05000,  0.00434737
 7097.05000,  0.00648449
 7102.05000,  0.01570926
 7102.35000,  0.01592324
 7102.65000,  0.01650344
 7102.95000,  0.01693860
 7103.25000,  0.01772785
 7103.55000,  0.01825887
 7103.85000,  0.01923386
 7104.15000,  0.02003786
 7104.45000,  0.02079414
 7104.75000,  0.02164380
 7105.05000,  0.02243727
 7105.35000,  0.02358695
 7105.65000,  0.02433344
 7105.95000,  0.02514518
 7106.25000,  0.02693169
 7106.55000,  0.02787380
 7106.85000,  0.02963596
 7107.15000,  0.03000863
 7107.45000,  0.03184918
 7107.75000,  0.03390102
 7108.05000,  0.03603876
 7108.35000,  0.03924147
 7108.65000,  0.04099504
 7108.95000,  0.04331194
 7109.25000,  0.04812968
 7109.55000,  0.05663878
 7109.85000,  0.06621219
 7110.15000,  0.07606657
 7110.45000,  0.09253549
 7110.75000,  0.11203457
 7111.05000,  0.13343887
 7111.35000,  0.14209632
 7111.65000,  0.14693756
 7111.95000,  0.15143681
 7112.25000,  0.16032587
 7112.55000,  0.17086901
 7112.85000,  0.17434908
 7113.15000,  0.17654718
 7113.45000,  0.17678142
 7113.75000,  0.17983555
 7114.05000,  0.18479602
 7114.35000,  0.19213037
 7114.65000,  0.19993114
 7114.95000,  0.21253735
 7115.25000,  0.21629658
 7115.55000,  0.23990327
 7115.85000,  0.24885111
 7116.15000,  0.27614517
 7116.45000,  0.29387918
 7116.75000,  0.33368686
 7117.05000,  0.34882070
 7117.35000,  0.37017675
 7117.65000,  0.42477859
 7117.95000,  0.46215801
 7118.25000,  0.47347471
 7118.55000,  0.54947550
 7118.85000,  0.59884201
 7119.15000,  0.64982057
 7119.45000,  0.68654763
 7119.75000,  0.73979057
 7120.05000,  0.77672100
 7120.35000,  0.80534822
 7120.65000,  0.83114199
 7120.95000,  0.84581389
 7121.25000,  0.86995559
 7121.55000,  0.88481632
 7121.85000,  0.90696203
 7122.15000,  0.92524351
 7122.45000,  0.94565881
 7122.75000,  0.96393773
 7123.05000,  0.97769805
 7123.35000,  0.99037476
 7123.65000,  1.00710094
 7123.95000,  1.01537097
 7124.25000,  1.01860076
 7124.55000,  1.02392140
 7124.85000,  1.02423685
 7125.15000,  1.02910160
 7125.45000,  1.03176153
 7125.75000,  1.03748086
 7126.05000,  1.04122514
 7126.35000,  1.04539395
 7126.65000,  1.05084961
 7126.95000,  1.06481441
 7127.25000,  1.07026597
 7127.55000,  1.08476661
 7127.85000,  1.09688917
 7128.15000,  1.10159960
 7128.45000,  1.11324580
 7128.75000,  1.11733226
 7129.05000,  1.12187486
 7129.35000,  1.12880568
 7129.65000,  1.12567216
 7129.95000,  1.12552743
 7130.25000,  1.12195333
 7130.55000,  1.11549963
 7130.85000,  1.10876889
 7131.15000,  1.10265452
 7131.45000,  1.09611051
 7131.75000,  1.09197962
 7132.05000,  1.08377403
 7133.05000,  1.07285902
 7134.05000,  1.05639698
 7135.05000,  1.04659950
 7136.05000,  1.04027786
 7137.05000,  1.03299743
