#saved Fri Feb 13 15:41:48 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_rectangles_Fe_5.001: FeXANES_GT15_rectangles_Fe_5.001
#------------------------------------------
# energy, FeXANES_GT15_rectangles_Fe_5.001
 7032.05000,  6.87299e-4
 7037.05000,  4.24598e-4
 7042.05000,  1.46568e-4
 7047.05000,  9.42448e-6
 7052.05000, -1.64576e-4
 7057.05000, -2.71085e-4
 7062.05000, -3.04039e-4
 7067.05000, -4.79076e-4
 7072.05000,  1.15530e-4
 7077.05000, -2.94694e-4
 7082.05000,  8.17350e-4
 7087.05000,  0.00106790
 7092.05000,  0.00299275
 7097.05000,  0.00397734
 7102.05000,  0.00823385
 7102.35000,  0.00935379
 7102.65000,  0.00968580
 7102.95000,  0.01009045
 7103.25000,  0.01043293
 7103.55000,  0.01079249
 7103.85000,  0.01103955
 7104.15000,  0.01162584
 7104.45000,  0.01199366
 7104.75000,  0.01239005
 7105.05000,  0.01288749
 7105.35000,  0.01346291
 7105.65000,  0.01403166
 7105.95000,  0.01440834
 7106.25000,  0.01518541
 7106.55000,  0.01609544
 7106.85000,  0.01661792
 7107.15000,  0.01692686
 7107.45000,  0.01780975
 7107.75000,  0.01857839
 7108.05000,  0.01971080
 7108.35000,  0.02084362
 7108.65000,  0.02219763
 7108.95000,  0.02348201
 7109.25000,  0.02545074
 7109.55000,  0.02670313
 7109.85000,  0.03196056
 7110.15000,  0.03704563
 7110.45000,  0.04050394
 7110.75000,  0.04613720
 7111.05000,  0.04804105
 7111.35000,  0.05303694
 7111.65000,  0.05618085
 7111.95000,  0.05882120
 7112.25000,  0.06334656
 7112.55000,  0.06707830
 7112.85000,  0.07056517
 7113.15000,  0.07299213
 7113.45000,  0.07390275
 7113.75000,  0.07521582
 7114.05000,  0.07472809
 7114.35000,  0.07481754
 7114.65000,  0.07497628
 7114.95000,  0.07675649
 7115.25000,  0.07903636
 7115.55000,  0.08677254
 7115.85000,  0.09345610
 7116.15000,  0.10536660
 7116.45000,  0.12394725
 7116.75000,  0.14300579
 7117.05000,  0.15524899
 7117.35000,  0.19623512
 7117.65000,  0.22792639
 7117.95000,  0.26518608
 7118.25000,  0.30872015
 7118.55000,  0.35788414
 7118.85000,  0.41209664
 7119.15000,  0.44222785
 7119.45000,  0.52477309
 7119.75000,  0.56433868
 7120.05000,  0.60880886
 7120.35000,  0.65512316
 7120.65000,  0.68865751
 7120.95000,  0.71626365
 7121.25000,  0.72686726
 7121.55000,  0.78169010
 7121.85000,  0.81847579
 7122.15000,  0.85895984
 7122.45000,  0.90128528
 7122.75000,  0.94872726
 7123.05000,  0.98415631
 7123.35000,  1.02901021
 7123.65000,  1.06747182
 7123.95000,  1.09260608
