#saved Fri Feb 13 15:41:48 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_rectangles_Fe_5.001: FeXANES_GT15_rectangles_Fe_5.001
#------------------------------------------
# energy, FeXANES_GT15_rectangles_Fe_5.001
 7124.25000,  1.11566004
 7124.55000,  1.14151213
 7124.85000,  1.15733760
 7125.15000,  1.16953734
 7125.45000,  1.18191190
 7125.75000,  1.19030822
 7126.05000,  1.19505200
 7126.35000,  1.20855623
 7126.65000,  1.21914304
 7126.95000,  1.23336033
 7127.25000,  1.24687692
 7127.55000,  1.26722593
 7127.85000,  1.27936980
 7128.15000,  1.30911552
 7128.45000,  1.32027118
 7128.75000,  1.33142187
 7129.05000,  1.33816082
 7129.35000,  1.33574895
 7129.65000,  1.32774971
 7129.95000,  1.31565095
 7130.25000,  1.29662428
 7130.55000,  1.27577443
 7130.85000,  1.25349822
 7131.15000,  1.22956010
 7131.45000,  1.21105051
 7131.75000,  1.19228411
 7132.05000,  1.17578027
 7133.05000,  1.12092168
 7134.05000,  1.08558855
 7135.05000,  1.04892163
 7136.05000,  1.03879950
 7137.05000,  1.01050384
 7138.05000,  1.00520816
 7139.05000,  1.00774015
 7140.05000,  1.01287237
 7141.05000,  1.02169378
 7142.05000,  1.02419323
 7143.05000,  1.01556260
 7144.05000,  0.99551151
 7145.05000,  0.98202228
 7146.05000,  0.96813165
 7147.05000,  0.94397941
 7148.05000,  0.92170128
 7149.05000,  0.90788520
 7150.05000,  0.90160058
 7151.05000,  0.89722884
 7152.05000,  0.89808111
 7153.05000,  0.90566480
 7154.05000,  0.91166265
 7155.05000,  0.91737393
 7156.05000,  0.92543314
 7157.05000,  0.93395844
 7158.05000,  0.94127251
 7159.05000,  0.95069525
 7160.05000,  0.96098776
 7161.05000,  0.97121948
 7162.05000,  0.98158158
 7163.05000,  0.99112963
 7164.05000,  0.99539212
 7165.05000,  1.00950285
 7166.05000,  1.01020563
 7167.05000,  1.01280152
 7168.05000,  1.01312443
 7169.05000,  1.00998620
 7170.05000,  1.01042232
 7171.05000,  1.01212360
 7172.05000,  1.01391313
 7173.05000,  1.01923043
 7174.05000,  1.02724424
 7175.05000,  1.03549358
 7176.05000,  1.03759918
 7177.05000,  1.04164126
 7178.05000,  1.04463652
 7179.05000,  1.04778238
 7180.05000,  1.04908909
 7181.05000,  1.04825385
 7182.05000,  1.05007412
 7183.05000,  1.04606378
 7184.05000,  1.04457546
 7185.05000,  1.04349970
 7186.05000,  1.03639216
 7187.05000,  1.03931260
 7188.05000,  1.03672368
 7189.05000,  1.03173038
 7190.05000,  1.02795644
 7191.05000,  1.02440043
 7192.05000,  1.02174882
 7193.05000,  1.01573237
 7194.05000,  1.01721764
 7195.05000,  1.01072235
 7196.05000,  1.00655349
 7197.05000,  1.00148782
 7198.05000,  0.99843927
 7199.05000,  0.99361169
 7200.05000,  0.99068570
 7201.05000,  0.99303370
 7202.05000,  0.98996158
 7203.05000,  0.98605908
 7204.05000,  0.98684696
 7205.05000,  0.98590451
 7206.05000,  0.98307637
 7207.05000,  0.98312740
 7208.05000,  0.98395129
 7209.05000,  0.98544673
 7210.05000,  0.98398598
 7211.05000,  0.98561162
 7212.05000,  0.98867093
 7213.05000,  0.98755772
 7214.05000,  0.98811565
 7215.05000,  0.98827804
 7216.05000,  0.98853749
 7217.05000,  0.99222179
 7218.05000,  0.99157684
 7219.05000,  0.99228911
 7220.05000,  0.99086100
 7221.05000,  0.98965790
 7222.05000,  0.98904773
 7223.05000,  0.99165782
 7224.05000,  0.99151459
 7225.05000,  0.99237681
 7226.05000,  0.98831479
 7227.05000,  0.99009998
 7228.05000,  0.98689225
 7229.05000,  0.98655089
 7230.05000,  0.98794040
 7231.05000,  0.99059306
 7232.05000,  0.98932502
 7233.05000,  0.99030795
 7234.05000,  0.99226163
 7235.05000,  0.99553110
 7236.05000,  0.99519442
 7237.05000,  0.99907158
 7238.05000,  1.00285503
 7239.05000,  1.00286890
 7240.05000,  1.00805043
 7241.05000,  1.01231248
 7242.05000,  1.01352098
 7243.05000,  1.01556627
 7244.05000,  1.01646572
 7245.05000,  1.02141619
 7246.05000,  1.01906431
 7247.05000,  1.02917255
 7248.05000,  1.02212751
 7249.05000,  1.01949504
 7250.05000,  1.02147333
 7251.05000,  1.02003845
 7252.05000,  1.02009520
 7253.05000,  1.01585760
 7254.05000,  1.02006849
 7255.05000,  1.02885961
 7256.05000,  1.01722003
 7257.05000,  1.01818291
 7258.05000,  1.01998578
 7259.05000,  1.02298493
 7260.05000,  1.01789353
 7261.05000,  1.02056106
 7262.05000,  1.02087467
 7263.05000,  1.03601421
 7264.05000,  1.04049570
 7265.05000,  0.94772471
 7266.05000,  1.00776019
 7267.05000,  1.01175405
 7268.05000,  1.01812330
 7269.05000,  1.01102886
 7270.05000,  1.00869935
 7271.05000,  1.00681363
 7272.05000,  1.01247199
 7273.05000,  1.00978666
 7274.05000,  0.99814487
 7275.05000,  1.00131338
 7276.05000,  1.00014904
 7277.05000,  0.99925977
 7278.05000,  1.00035965
 7279.05000,  1.00091587
 7280.05000,  1.00044350
 7281.05000,  0.99192699
 7282.05000,  0.99625468
 7283.05000,  0.99391369
 7284.05000,  0.99349584
 7285.05000,  0.99457224
 7286.05000,  0.99064437
 7287.05000,  0.99072532
 7288.05000,  0.98871659
 7289.05000,  0.99047793
 7290.05000,  0.99116234
 7291.05000,  0.99104202
 7292.05000,  0.99235217
 7293.05000,  0.99228435
 7294.05000,  0.99418953
 7295.05000,  0.99226118
 7296.05000,  0.99263049
 7297.05000,  0.98983997
 7298.05000,  0.99014787
 7299.05000,  0.99226253
 7300.05000,  0.99633313
 7301.05000,  0.99306121
 7302.05000,  0.99218056
 7303.05000,  0.99478219
 7304.05000,  0.99366813
 7305.05000,  0.99032943
 7306.05000,  0.99293383
 7307.05000,  0.99345410
 7308.05000,  0.99014990
 7309.05000,  0.98648236
 7310.05000,  0.99419278
 7311.05000,  0.99321127
 7312.05000,  0.98995394
