#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_Fe_30.001: FeXANES_GT5_flaky2_Fe_30.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_Fe_30.001
 7032.05000,  0.00110192
 7037.05000,  5.41138e-4
 7042.05000,  3.01854e-4
 7047.05000,  1.13882e-4
 7052.05000, -4.69420e-5
 7057.05000, -3.89551e-4
 7062.05000, -3.86172e-4
 7067.05000, -6.32426e-4
 7072.05000, -6.78348e-4
 7077.05000, -9.69124e-5
 7082.05000,  3.16219e-4
 7087.05000,  9.57260e-4
 7092.05000,  0.00171439
 7097.05000,  0.00411897
 7102.05000,  0.00727552
 7102.35000,  0.00746605
 7102.65000,  0.00816687
 7102.95000,  0.00836742
 7103.25000,  0.00849769
 7103.55000,  0.00907199
 7103.85000,  0.00924580
 7104.15000,  0.00985852
 7104.45000,  0.01013609
 7104.75000,  0.01039604
 7105.05000,  0.01089229
 7105.35000,  0.01156134
 7105.65000,  0.01228542
 7105.95000,  0.01303060
 7106.25000,  0.01322760
 7106.55000,  0.01413106
 7106.85000,  0.01456878
 7107.15000,  0.01512527
 7107.45000,  0.01577102
 7107.75000,  0.01697053
 7108.05000,  0.01783772
 7108.35000,  0.01851313
 7108.65000,  0.02049690
 7108.95000,  0.02181262
 7109.25000,  0.02364054
 7109.55000,  0.02583032
 7109.85000,  0.02909661
 7110.15000,  0.03376666
 7110.45000,  0.03740046
 7110.75000,  0.04310313
 7111.05000,  0.04814719
 7111.35000,  0.05376306
 7111.65000,  0.05674663
 7111.95000,  0.06057609
 7112.25000,  0.06336192
 7112.55000,  0.06877197
 7112.85000,  0.07091251
 7113.15000,  0.07683979
 7113.45000,  0.07989557
 7113.75000,  0.08586078
 7114.05000,  0.09122597
 7114.35000,  0.10387623
 7114.65000,  0.11359610
 7114.95000,  0.12211043
 7115.25000,  0.12625707
 7115.55000,  0.13003789
 7115.85000,  0.13495342
 7116.15000,  0.13829930
 7116.45000,  0.14516915
 7116.75000,  0.16132007
 7117.05000,  0.17844536
 7117.35000,  0.19624034
 7117.65000,  0.21155562
 7117.95000,  0.23960970
 7118.25000,  0.26214881
 7118.55000,  0.29417337
 7118.85000,  0.34368231
 7119.15000,  0.38834376
 7119.45000,  0.42784337
 7119.75000,  0.49747046
 7120.05000,  0.54957086
 7120.35000,  0.59541360
