#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_4.001: FeXANES_GT5_Fe_Flaky1_4.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_4.001
 7032.05000, -0.00112834
 7037.05000,  4.22220e-4
 7042.05000,  3.00595e-4
 7047.05000, -2.11606e-6
 7052.05000, -2.77105e-4
 7057.05000, -2.82322e-4
 7062.05000, -4.31888e-4
 7067.05000, -4.73761e-4
 7072.05000, -1.29663e-4
 7077.05000,  2.92479e-4
 7082.05000,  5.81562e-4
 7087.05000,  0.00163741
 7092.05000,  0.00288599
 7097.05000,  0.00540746
 7102.05000,  0.00918648
 7102.35000,  0.00953861
 7102.65000,  0.00972316
 7102.95000,  0.01007696
 7103.25000,  0.01041643
 7103.55000,  0.01098156
 7103.85000,  0.01116660
 7104.15000,  0.01189555
 7104.45000,  0.01227734
 7104.75000,  0.01261691
 7105.05000,  0.01296609
 7105.35000,  0.01320070
 7105.65000,  0.01393383
 7105.95000,  0.01469670
 7106.25000,  0.01510077
 7106.55000,  0.01644001
 7106.85000,  0.01683517
 7107.15000,  0.01783252
 7107.45000,  0.01873834
 7107.75000,  0.01978766
 7108.05000,  0.02055897
 7108.35000,  0.02219298
 7108.65000,  0.02298862
 7108.95000,  0.02551423
 7109.25000,  0.02756156
 7109.55000,  0.03085804
 7109.85000,  0.03378509
 7110.15000,  0.03910758
 7110.45000,  0.04715869
 7110.75000,  0.05195937
 7111.05000,  0.05585242
 7111.35000,  0.06249206
 7111.65000,  0.06810965
 7111.95000,  0.07332942
 7112.25000,  0.07888078
 7112.55000,  0.08455218
 7112.85000,  0.08878097
 7113.15000,  0.09104529
 7113.45000,  0.09167373
 7113.75000,  0.09154131
 7114.05000,  0.09163867
 7114.35000,  0.09187738
 7114.65000,  0.09182829
 7114.95000,  0.09234368
 7115.25000,  0.09590849
 7115.55000,  0.10237121
 7115.85000,  0.11559046
 7116.15000,  0.12736241
 7116.45000,  0.13515156
 7116.75000,  0.16168047
 7117.05000,  0.18436502
 7117.35000,  0.20352896
 7117.65000,  0.24110163
 7117.95000,  0.27328806
 7118.25000,  0.30201976
 7118.55000,  0.34665068
 7118.85000,  0.39370496
 7119.15000,  0.44654196
 7119.45000,  0.48844968
 7119.75000,  0.55100490
 7120.05000,  0.60895076
 7120.35000,  0.64693131
