#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_Fe_Flaky1_4.001: FeXANES_GT5_Fe_Flaky1_4.001
#------------------------------------------
# energy, FeXANES_GT5_Fe_Flaky1_4.001
 7120.65000,  0.67149207
 7120.95000,  0.70626002
 7121.25000,  0.73225812
 7121.55000,  0.76314805
 7121.85000,  0.79645163
 7122.15000,  0.82371745
 7122.45000,  0.85932318
 7122.75000,  0.90269352
 7123.05000,  0.94158238
 7123.35000,  0.99162532
 7123.65000,  1.00048733
 7123.95000,  1.05281239
 7124.25000,  1.07179494
 7124.55000,  1.09096856
 7124.85000,  1.11178294
 7125.15000,  1.12562509
 7125.45000,  1.13784076
 7125.75000,  1.14370333
 7126.05000,  1.15591786
 7126.35000,  1.15978326
 7126.65000,  1.16752859
 7126.95000,  1.17980652
 7127.25000,  1.20003272
 7127.55000,  1.20689200
 7127.85000,  1.23167679
 7128.15000,  1.25417832
 7128.45000,  1.26746084
 7128.75000,  1.27962987
 7129.05000,  1.28798572
 7129.35000,  1.29064570
 7129.65000,  1.28745179
 7129.95000,  1.28682979
 7130.25000,  1.27021522
 7130.55000,  1.25865916
 7130.85000,  1.24222442
 7131.15000,  1.23055390
 7131.45000,  1.21921680
 7131.75000,  1.20053364
 7132.05000,  1.19064187
 7133.05000,  1.14507511
 7134.05000,  1.11027642
 7135.05000,  1.08850074
 7136.05000,  1.05858855
 7137.05000,  1.04365865
 7138.05000,  1.03709469
 7139.05000,  1.03537024
 7140.05000,  1.03888517
 7141.05000,  1.04295804
 7142.05000,  1.04586601
 7143.05000,  1.04199120
 7144.05000,  1.02556361
 7145.05000,  1.01784207
 7146.05000,  1.00406711
 7147.05000,  0.98911966
 7148.05000,  0.95758167
 7149.05000,  0.94232630
 7150.05000,  0.93167801
 7151.05000,  0.92462732
 7152.05000,  0.92234750
 7153.05000,  0.92354038
 7154.05000,  0.92384159
 7155.05000,  0.92920128
 7156.05000,  0.92923641
 7157.05000,  0.93318515
 7158.05000,  0.93827662
 7159.05000,  0.94553238
 7160.05000,  0.94419480
 7161.05000,  0.95896647
 7162.05000,  0.96813196
 7163.05000,  0.97469081
 7164.05000,  0.98322227
 7165.05000,  0.99111151
 7166.05000,  0.99762130
 7167.05000,  0.99885166
 7168.05000,  1.00553998
 7169.05000,  1.00694737
 7170.05000,  1.01469865
 7171.05000,  1.01488421
 7172.05000,  1.01703889
 7173.05000,  1.02372098
 7174.05000,  1.03024690
 7175.05000,  1.03395057
 7176.05000,  1.03984267
 7177.05000,  1.04397992
 7178.05000,  1.04569209
 7179.05000,  1.04993689
 7180.05000,  1.05041566
 7181.05000,  1.04913014
 7182.05000,  1.04893815
 7183.05000,  1.05039359
 7184.05000,  1.04952253
 7185.05000,  1.04890158
 7186.05000,  1.04544649
 7187.05000,  1.04266074
 7188.05000,  1.03942130
 7189.05000,  1.03694899
 7190.05000,  1.03938890
 7191.05000,  1.03252908
 7192.05000,  1.03154833
 7193.05000,  1.02527222
 7194.05000,  1.02271972
 7195.05000,  1.02068530
 7196.05000,  1.01471074
 7197.05000,  1.01255502
 7198.05000,  1.00764724
 7199.05000,  1.00542164
 7200.05000,  1.00199663
 7201.05000,  1.00064632
 7202.05000,  0.99745022
 7203.05000,  0.99439376
 7204.05000,  0.99307558
 7205.05000,  0.99296367
 7206.05000,  0.99308682
 7207.05000,  0.99183636
 7208.05000,  0.99074836
 7209.05000,  0.99367179
 7210.05000,  0.99274604
 7211.05000,  0.99101791
 7212.05000,  0.99220669
 7213.05000,  0.99347920
 7214.05000,  0.99255661
 7215.05000,  0.99133789
 7216.05000,  0.99332223
 7217.05000,  0.99702396
 7218.05000,  0.99731891
 7219.05000,  0.99776269
 7220.05000,  0.99838383
 7221.05000,  0.99859083
 7222.05000,  0.99884583
 7223.05000,  0.99652067
 7224.05000,  0.99924484
 7225.05000,  0.99793771
 7226.05000,  0.99430524
 7227.05000,  0.99719783
 7228.05000,  0.99537512
 7229.05000,  0.99484741
 7230.05000,  0.99367194
 7231.05000,  0.99383952
 7232.05000,  0.99324548
 7233.05000,  0.99350668
 7234.05000,  0.99344857
 7235.05000,  0.99195116
 7236.05000,  0.99449513
 7237.05000,  0.99316969
 7238.05000,  0.99504289
 7239.05000,  0.99507308
 7240.05000,  0.99725200
 7241.05000,  0.99642074
 7242.05000,  0.99880083
 7243.05000,  1.00046068
 7244.05000,  1.00350784
 7245.05000,  1.00095957
 7246.05000,  1.00433503
 7247.05000,  1.00712639
 7248.05000,  1.00608785
 7249.05000,  1.00737447
 7250.05000,  1.00322561
 7251.05000,  1.00793118
 7252.05000,  1.00639113
 7253.05000,  1.00692529
 7254.05000,  1.01652500
 7255.05000,  1.01796142
 7256.05000,  1.01013933
 7257.05000,  1.00978648
 7258.05000,  1.01260134
 7259.05000,  1.01475837
 7260.05000,  1.00957716
 7261.05000,  1.01108142
 7262.05000,  1.01415090
 7263.05000,  1.05963382
 7264.05000,  1.03941547
 7265.05000,  1.01093945
 7266.05000,  1.00841262
 7267.05000,  1.00852044
 7268.05000,  1.01207163
 7269.05000,  0.99717054
 7270.05000,  1.00735833
 7271.05000,  1.00596387
 7272.05000,  1.00988243
 7273.05000,  1.01031466
 7274.05000,  0.99536095
 7275.05000,  1.00282488
 7276.05000,  1.00173652
 7277.05000,  0.99953862
 7278.05000,  1.00287711
 7279.05000,  0.99670694
 7280.05000,  1.00427142
 7281.05000,  0.99961793
 7282.05000,  0.99582077
 7283.05000,  0.99529659
 7284.05000,  0.99623565
 7285.05000,  0.99461983
 7286.05000,  0.99527997
 7287.05000,  0.99235019
 7288.05000,  0.99213526
 7289.05000,  0.99258037
 7290.05000,  0.99313440
 7291.05000,  0.99382718
 7292.05000,  0.99301953
 7293.05000,  0.98953636
 7294.05000,  0.99094546
 7295.05000,  0.98962788
 7296.05000,  0.99026778
 7297.05000,  0.99187634
 7298.05000,  0.99044389
 7299.05000,  0.98798329
 7300.05000,  0.99134830
 7301.05000,  0.99058505
 7302.05000,  0.98814072
 7303.05000,  0.99127779
 7304.05000,  0.98798462
 7305.05000,  0.98644490
 7306.05000,  0.98748438
 7307.05000,  0.98585933
 7308.05000,  0.98585412
 7309.05000,  0.98610507
 7310.05000,  0.98562887
 7311.05000,  0.98489934
 7312.05000,  0.98421626
