#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_concentric_gray1_Fe_8.001: FeXANES_GT5_concentric_gray1_Fe_8.001
#------------------------------------------
# energy, FeXANES_GT5_concentric_gray1_Fe_8.001
 7032.05000, -0.00154907
 7037.05000,  5.78223e-4
 7042.05000,  4.04514e-4
 7047.05000,  2.70803e-4
 7052.05000, -8.46755e-5
 7057.05000, -1.46975e-4
 7062.05000, -2.41161e-4
 7067.05000, -4.52862e-4
 7072.05000, -2.06422e-4
 7077.05000, -4.16249e-4
 7082.05000,  1.36550e-4
 7087.05000,  7.36479e-4
 7092.05000,  7.53589e-4
 7097.05000,  0.00231817
 7102.05000,  0.00404680
 7102.35000,  0.00510203
 7102.65000,  0.00539518
 7102.95000,  0.00555620
 7103.25000,  0.00622815
 7103.55000,  0.00624598
 7103.85000,  0.00648720
 7104.15000,  0.00632624
 7104.45000,  0.00674597
 7104.75000,  0.00756388
 7105.05000,  0.00745775
 7105.35000,  0.00777893
 7105.65000,  0.00776845
 7105.95000,  0.00803840
 7106.25000,  0.00833029
 7106.55000,  0.00896085
 7106.85000,  0.00994636
 7107.15000,  0.00976864
 7107.45000,  0.01030984
 7107.75000,  0.01050356
 7108.05000,  0.01151798
 7108.35000,  0.01182311
 7108.65000,  0.01273932
 7108.95000,  0.01422077
 7109.25000,  0.01486397
 7109.55000,  0.01671293
 7109.85000,  0.01811901
 7110.15000,  0.02129654
 7110.45000,  0.02378799
 7110.75000,  0.02775269
 7111.05000,  0.03072716
 7111.35000,  0.03336507
 7111.65000,  0.03764927
 7111.95000,  0.03983691
 7112.25000,  0.04565995
 7112.55000,  0.04833062
 7112.85000,  0.04956174
 7113.15000,  0.05273271
 7113.45000,  0.05281741
 7113.75000,  0.05406757
 7114.05000,  0.05417974
 7114.35000,  0.05387621
 7114.65000,  0.05402363
 7114.95000,  0.05468543
 7115.25000,  0.05580991
 7115.55000,  0.05810156
 7115.85000,  0.06232996
 7116.15000,  0.06785079
 7116.45000,  0.07566597
 7116.75000,  0.08377332
 7117.05000,  0.09590496
 7117.35000,  0.10876308
 7117.65000,  0.12476821
 7117.95000,  0.14248975
 7118.25000,  0.15827787
 7118.55000,  0.19261512
 7118.85000,  0.21670229
 7119.15000,  0.25549527
 7119.45000,  0.29668964
 7119.75000,  0.32645784
 7120.05000,  0.37167669
 7120.35000,  0.41000282
 7120.65000,  0.44361612
 7120.95000,  0.47446444
 7121.25000,  0.50940306
 7121.55000,  0.54074233
 7121.85000,  0.57606588
 7122.15000,  0.61268816
 7122.45000,  0.66999217
 7122.75000,  0.71937511
 7123.05000,  0.76665914
 7123.35000,  0.81343343
 7123.65000,  0.86028675
 7123.95000,  0.89546998
 7124.25000,  0.93566779
 7124.55000,  0.96329743
 7124.85000,  0.99598850
 7125.15000,  1.02447947
 7125.45000,  1.04856537
 7125.75000,  1.06557862
 7126.05000,  1.08759068
 7126.35000,  1.10312269
 7126.65000,  1.14544114
 7126.95000,  1.17528342
 7127.25000,  1.18690538
 7127.55000,  1.24125307
 7127.85000,  1.25238892
 7128.15000,  1.29348105
 7128.45000,  1.33044989
 7128.75000,  1.35211824
 7129.05000,  1.36328978
 7129.35000,  1.37933870
 7129.65000,  1.39215165
 7129.95000,  1.38166442
 7130.25000,  1.37610939
 7130.55000,  1.37043250
 7130.85000,  1.35865607
 7131.15000,  1.35740164
 7131.45000,  1.35418168
 7131.75000,  1.35203087
 7132.05000,  1.34025156
 7133.05000,  1.29350000
 7134.05000,  1.24644863
 7135.05000,  1.16692216
 7136.05000,  1.13866414
 7137.05000,  1.09571945
 7138.05000,  1.07673286
 7139.05000,  1.06670774
 7140.05000,  1.05398187
 7141.05000,  1.03885700
 7142.05000,  1.04038202
 7143.05000,  1.03775511
 7144.05000,  1.02171118
 7145.05000,  1.01299135
 7146.05000,  1.00477744
 7147.05000,  0.98418377
 7148.05000,  0.95009482
 7149.05000,  0.93069038
 7150.05000,  0.90218377
 7151.05000,  0.88570982
 7152.05000,  0.86452356
 7153.05000,  0.86025566
 7154.05000,  0.85010817
 7155.05000,  0.84782926
 7156.05000,  0.84420073
 7157.05000,  0.84551658
 7158.05000,  0.84677543
 7159.05000,  0.85237123
 7160.05000,  0.86245616
 7161.05000,  0.87327130
 7162.05000,  0.87730956
 7163.05000,  0.88728295
 7164.05000,  0.90631368
 7165.05000,  0.91622086
 7166.05000,  0.93217215
 7167.05000,  0.93784361
 7168.05000,  0.95491326
 7169.05000,  0.96819116
 7170.05000,  0.97355297
 7171.05000,  0.98812136
 7172.05000,  0.99711946
 7173.05000,  1.01197214
 7174.05000,  1.02473922
 7175.05000,  1.03137772
 7176.05000,  1.03683614
 7177.05000,  1.03963336
 7178.05000,  1.04241891
 7179.05000,  1.04985772
 7180.05000,  1.05360687
 7181.05000,  1.05650131
 7182.05000,  1.05830523
 7183.05000,  1.05519574
 7184.05000,  1.05982316
 7185.05000,  1.06029655
 7186.05000,  1.05079576
 7187.05000,  1.04394343
 7188.05000,  1.04222495
 7189.05000,  1.04424289
 7190.05000,  1.04152081
 7191.05000,  1.03358318
 7192.05000,  1.03306216
 7193.05000,  1.03031380
 7194.05000,  1.02222447
 7195.05000,  1.01167353
 7196.05000,  1.01455626
 7197.05000,  1.01166515
 7198.05000,  1.00180295
 7199.05000,  0.99737401
 7200.05000,  0.99325836
 7201.05000,  0.98662782
 7202.05000,  0.98130370
 7203.05000,  0.98080520
 7204.05000,  0.97766872
 7205.05000,  0.97422027
 7206.05000,  0.97701069
 7207.05000,  0.97793409
 7208.05000,  0.97475860
 7209.05000,  0.96940826
 7210.05000,  0.96829704
 7211.05000,  0.96957155
 7212.05000,  0.96835035
 7213.05000,  0.97658947
 7214.05000,  0.97417851
 7215.05000,  0.97488540
 7216.05000,  0.97449868
 7217.05000,  0.98057188
 7218.05000,  0.98301240
 7219.05000,  0.98582940
 7220.05000,  0.98368870
 7221.05000,  0.98733698
 7222.05000,  0.98918403
 7223.05000,  0.98707707
 7224.05000,  0.99213801
 7225.05000,  0.98542086
 7226.05000,  0.98413675
 7227.05000,  0.98436063
 7228.05000,  0.98365000
 7229.05000,  0.98194850
 7230.05000,  0.97975377
 7231.05000,  0.98077374
 7232.05000,  0.97722730
 7233.05000,  0.97622249
 7234.05000,  0.97539920
 7235.05000,  0.97284237
 7236.05000,  0.97571326
 7237.05000,  0.97432434
 7238.05000,  0.97631827
 7239.05000,  0.98000175
 7240.05000,  0.98126153
 7241.05000,  0.98127539
 7242.05000,  0.98000731
 7243.05000,  0.98479663
 7244.05000,  0.98645407
 7245.05000,  0.98854849
 7246.05000,  1.00041814
 7247.05000,  1.00167453
 7248.05000,  0.99709911
 7249.05000,  0.99960416
 7250.05000,  1.00339634
 7251.05000,  1.00523623
 7252.05000,  1.00907825
 7253.05000,  1.00583285
 7254.05000,  1.00973640
 7255.05000,  1.01135456
 7256.05000,  1.01112320
 7257.05000,  1.01251488
 7258.05000,  1.01396208
 7259.05000,  1.01470774
 7260.05000,  1.01697968
 7261.05000,  1.01631568
 7262.05000,  1.01568801
 7263.05000,  1.02289128
 7264.05000,  1.04671936
 7265.05000,  0.99302231
 7266.05000,  1.01320361
 7267.05000,  1.01563574
 7268.05000,  1.01464292
 7269.05000,  1.00890494
 7270.05000,  1.01616308
 7271.05000,  1.01817213
 7272.05000,  1.02145852
 7273.05000,  1.01515268
 7274.05000,  1.01572308
 7275.05000,  1.01536537
 7276.05000,  1.01493510
 7277.05000,  1.01466702
 7278.05000,  1.01888898
 7279.05000,  1.01840276
 7280.05000,  1.02776401
 7281.05000,  1.01358738
 7282.05000,  1.00777295
 7283.05000,  1.00720434
 7284.05000,  1.01046625
 7285.05000,  1.00904698
 7286.05000,  1.00843568
 7287.05000,  1.00508751
 7288.05000,  1.00014430
 7289.05000,  1.00116019
 7290.05000,  1.00103215
 7291.05000,  1.00118493
 7292.05000,  0.99793149
 7293.05000,  1.00091768
 7294.05000,  1.00130352
 7295.05000,  0.99287110
 7296.05000,  0.99839964
 7297.05000,  1.00106126
 7298.05000,  0.99599116
 7299.05000,  0.99410392
 7300.05000,  0.99982730
 7301.05000,  0.99538231
 7302.05000,  0.98908945
