#saved Fri Feb 13 15:41:48 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_rectangles_Fe_1.001: FeXANES_GT15_rectangles_Fe_1.001
#------------------------------------------
# energy, FeXANES_GT15_rectangles_Fe_1.001
 7032.05000,  8.18380e-4
 7037.05000,  5.59725e-4
 7042.05000,  2.06771e-4
 7047.05000, -4.17716e-5
 7052.05000, -1.81005e-4
 7057.05000, -4.91223e-4
 7062.05000, -4.18940e-4
 7067.05000, -3.51198e-4
 7072.05000, -1.94887e-4
 7077.05000,  2.61982e-4
 7082.05000,  6.50548e-4
 7087.05000,  0.00149581
 7092.05000,  0.00314641
 7097.05000,  0.00490157
 7102.05000,  0.01159968
 7102.35000,  0.01199748
 7102.65000,  0.01263621
 7102.95000,  0.01289824
 7103.25000,  0.01318892
 7103.55000,  0.01404017
 7103.85000,  0.01436764
 7104.15000,  0.01494963
 7104.45000,  0.01536079
 7104.75000,  0.01552923
 7105.05000,  0.01673405
 7105.35000,  0.01741052
 7105.65000,  0.01816692
 7105.95000,  0.01904285
 7106.25000,  0.01965326
 7106.55000,  0.02054594
 7106.85000,  0.02179970
 7107.15000,  0.02267652
 7107.45000,  0.02397256
 7107.75000,  0.02503759
 7108.05000,  0.02647285
 7108.35000,  0.02843424
 7108.65000,  0.02961447
 7108.95000,  0.03255918
 7109.25000,  0.03399872
 7109.55000,  0.03976132
 7109.85000,  0.04519849
 7110.15000,  0.05325766
 7110.45000,  0.06217536
 7110.75000,  0.07137835
 7111.05000,  0.07532720
 7111.35000,  0.07766036
 7111.65000,  0.07740444
 7111.95000,  0.07620304
 7112.25000,  0.07671588
 7112.55000,  0.07793929
 7112.85000,  0.08094347
 7113.15000,  0.08142785
 7113.45000,  0.08063257
 7113.75000,  0.08142523
 7114.05000,  0.08400497
 7114.35000,  0.08823840
 7114.65000,  0.09361251
 7114.95000,  0.10161016
 7115.25000,  0.11059511
 7115.55000,  0.12067842
 7115.85000,  0.13868598
 7116.15000,  0.15894529
 7116.45000,  0.17234686
 7116.75000,  0.21781656
 7117.05000,  0.24756095
 7117.35000,  0.29376990
 7117.65000,  0.34890111
 7117.95000,  0.39290737
 7118.25000,  0.49572829
 7118.55000,  0.54922838
 7118.85000,  0.63032054
 7119.15000,  0.68428107
 7119.45000,  0.73392216
 7119.75000,  0.77135406
 7120.05000,  0.80710625
 7120.35000,  0.83899618
 7120.65000,  0.86460568
 7120.95000,  0.90112386
 7121.25000,  0.93179170
 7121.55000,  0.96258765
 7121.85000,  0.99074058
 7122.15000,  1.02190729
 7122.45000,  1.04825040
 7122.75000,  1.08759731
 7123.05000,  1.10429033
 7123.35000,  1.14178358
 7123.65000,  1.16611247
 7123.95000,  1.17929355
 7124.25000,  1.19904397
 7124.55000,  1.21850682
 7124.85000,  1.22522910
 7125.15000,  1.23261338
 7125.45000,  1.23385854
 7125.75000,  1.23590585
 7126.05000,  1.23773810
 7126.35000,  1.23849285
 7126.65000,  1.23552308
 7126.95000,  1.23426673
 7127.25000,  1.23360022
 7127.55000,  1.23117515
 7127.85000,  1.22557331
 7128.15000,  1.22145106
 7128.45000,  1.21687755
 7128.75000,  1.21058113
 7129.05000,  1.20205007
 7129.35000,  1.19442767
 7129.65000,  1.18338385
 7129.95000,  1.17063039
 7130.25000,  1.15877228
 7130.55000,  1.13743278
 7130.85000,  1.12916550
 7131.15000,  1.10614008
 7131.45000,  1.08932196
 7131.75000,  1.07995383
 7132.05000,  1.05999313
 7133.05000,  1.02631144
 7134.05000,  1.00630518
 7135.05000,  0.99874257
 7136.05000,  0.97638642
 7137.05000,  0.96928905
 7138.05000,  0.96894086
 7139.05000,  0.97280577
 7140.05000,  0.96655241
 7141.05000,  0.96322662
 7142.05000,  0.95842010
 7143.05000,  0.95132020
 7144.05000,  0.94429421
 7145.05000,  0.93512268
 7146.05000,  0.92717360
 7147.05000,  0.91447112
 7148.05000,  0.90168816
 7149.05000,  0.89991918
 7150.05000,  0.90129167
 7151.05000,  0.90119003
 7152.05000,  0.91282025
 7153.05000,  0.92347606
 7154.05000,  0.93318355
 7155.05000,  0.94347402
 7156.05000,  0.94812238
 7157.05000,  0.95256389
 7158.05000,  0.96049703
 7159.05000,  0.96744633
 7160.05000,  0.97522827
 7161.05000,  0.97931286
 7162.05000,  0.98918317
 7163.05000,  0.99513289
 7164.05000,  1.00933987
 7165.05000,  1.01571170
 7166.05000,  1.02339562
 7167.05000,  1.03352667
 7168.05000,  1.04022475
 7169.05000,  1.04246792
 7170.05000,  1.04757190
 7171.05000,  1.04437040
 7172.05000,  1.04532529
 7173.05000,  1.04190712
 7174.05000,  1.04273420
 7175.05000,  1.03783408
 7176.05000,  1.03563508
 7177.05000,  1.03615478
 7178.05000,  1.03377596
 7179.05000,  1.03418367
 7180.05000,  1.03431873
 7181.05000,  1.02985671
 7182.05000,  1.02644367
 7183.05000,  1.02317909
 7184.05000,  1.01619946
 7185.05000,  1.01150052
 7186.05000,  1.01035568
 7187.05000,  1.00570372
 7188.05000,  1.00379081
 7189.05000,  1.00180323
 7190.05000,  0.99573934
 7191.05000,  0.99626040
 7192.05000,  0.99351452
 7193.05000,  0.98825133
 7194.05000,  0.98386981
 7195.05000,  0.98322670
 7196.05000,  0.97979824
 7197.05000,  0.97987303
 7198.05000,  0.97510119
 7199.05000,  0.97604130
 7200.05000,  0.97501856
 7201.05000,  0.97431390
 7202.05000,  0.97393070
 7203.05000,  0.97341932
 7204.05000,  0.97666476
 7205.05000,  0.97644679
 7206.05000,  0.97787673
 7207.05000,  0.98081940
 7208.05000,  0.98383476
 7209.05000,  0.98503991
 7210.05000,  0.98545513
 7211.05000,  0.98917282
 7212.05000,  0.99135626
 7213.05000,  0.99200241
 7214.05000,  0.99447580
 7215.05000,  1.00004521
 7216.05000,  0.99996217
 7217.05000,  0.99944779
 7218.05000,  1.00242557
 7219.05000,  1.00470216
 7220.05000,  1.00314398
 7221.05000,  1.00245947
 7222.05000,  1.00023785
 7223.05000,  1.00287874
 7224.05000,  1.00497059
 7225.05000,  1.00461016
 7226.05000,  1.00243978
 7227.05000,  1.00221057
 7228.05000,  0.99988264
 7229.05000,  0.99972528
 7230.05000,  1.00203543
 7231.05000,  1.00116059
 7232.05000,  0.99873163
 7233.05000,  0.99763309
 7234.05000,  0.99543683
 7235.05000,  0.99883912
 7236.05000,  0.99797822
 7237.05000,  0.99958135
 7238.05000,  0.99926554
 7239.05000,  1.00280737
 7240.05000,  1.00239535
 7241.05000,  1.00342528
 7242.05000,  1.00624019
 7243.05000,  1.01121212
 7244.05000,  1.01096818
 7245.05000,  1.01343232
 7246.05000,  1.01643812
 7247.05000,  1.01921688
 7248.05000,  1.01902880
 7249.05000,  1.01458322
 7250.05000,  1.01680535
 7251.05000,  1.01491446
 7252.05000,  1.01563809
 7253.05000,  1.01265295
 7254.05000,  1.01578796
 7255.05000,  1.01985319
 7256.05000,  1.01053526
 7257.05000,  1.01110499
 7258.05000,  1.01487294
 7259.05000,  1.01806173
 7260.05000,  1.01193394
 7261.05000,  1.01368744
 7262.05000,  1.01897956
 7263.05000,  1.05419795
 7264.05000,  1.04546309
 7265.05000,  1.01016564
 7266.05000,  1.00495775
 7267.05000,  1.00731963
 7268.05000,  1.01287913
 7269.05000,  1.00276926
 7270.05000,  1.00154859
 7271.05000,  1.00634137
 7272.05000,  1.00942425
 7273.05000,  1.00878835
 7274.05000,  1.00069045
 7275.05000,  0.99927470
 7276.05000,  1.00145389
 7277.05000,  0.99919274
 7278.05000,  0.99859015
 7279.05000,  0.99870351
 7280.05000,  1.00547560
 7281.05000,  0.99959699
 7282.05000,  0.99582879
 7283.05000,  0.99686782
 7284.05000,  0.99495131
 7285.05000,  0.99412862
 7286.05000,  0.99377874
 7287.05000,  0.99297858
 7288.05000,  0.99285639
 7289.05000,  0.99281978
 7290.05000,  0.98937293
 7291.05000,  0.99172304
 7292.05000,  0.99050271
 7293.05000,  0.98979735
 7294.05000,  0.99226508
 7295.05000,  0.99226765
 7296.05000,  0.99073118
 7297.05000,  0.98850961
 7298.05000,  0.99075216
 7299.05000,  0.99116145
 7300.05000,  0.99127107
 7301.05000,  0.99237374
 7302.05000,  0.98787741
 7303.05000,  0.98829334
 7304.05000,  0.99143498
