#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_4.001: FeXANES_GT5_flaky_nodule_Fe_4.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_4.001
 7239.05000,  0.95381884
 7240.05000,  0.95321986
 7241.05000,  0.95418334
 7242.05000,  0.95108411
 7243.05000,  0.95605549
 7244.05000,  0.95934050
 7245.05000,  0.96629012
 7246.05000,  0.96982996
 7247.05000,  0.97785290
 7248.05000,  0.97464497
 7249.05000,  0.97557190
 7250.05000,  0.97611961
 7251.05000,  0.98121407
 7252.05000,  0.97902462
 7253.05000,  0.97945885
 7254.05000,  0.99661979
 7255.05000,  0.98554330
 7256.05000,  0.97126423
 7257.05000,  0.98386407
 7258.05000,  0.98322372
 7259.05000,  0.99162578
 7260.05000,  0.99032212
 7261.05000,  0.99592279
 7262.05000,  0.99746115
 7263.05000,  1.00553308
 7264.05000,  1.00129533
 7265.05000,  1.00359452
 7266.05000,  1.00268599
 7267.05000,  1.00271080
 7268.05000,  1.01230635
 7269.05000,  1.00228444
 7270.05000,  1.00973084
 7271.05000,  1.01235006
 7272.05000,  1.02034014
 7273.05000,  1.02199408
 7274.05000,  1.01086310
 7275.05000,  1.02166632
 7276.05000,  1.02146122
 7277.05000,  1.03014700
 7278.05000,  1.03002688
 7279.05000,  1.02711205
 7280.05000,  1.03402653
 7281.05000,  1.03036647
 7282.05000,  1.03516796
 7283.05000,  1.03776490
 7284.05000,  1.03727136
 7285.05000,  1.03641678
 7286.05000,  1.03730465
 7287.05000,  1.03766006
 7288.05000,  1.04318664
 7289.05000,  1.03321651
 7290.05000,  1.03148463
 7291.05000,  1.02772001
 7292.05000,  1.01879604
 7293.05000,  1.01590083
 7294.05000,  1.00940616
 7295.05000,  0.99759836
 7296.05000,  0.99303516
 7297.05000,  0.98758230
 7298.05000,  0.98479145
 7299.05000,  0.97997840
 7300.05000,  0.97449959
 7301.05000,  0.97189248
 7302.05000,  0.96794607
 7303.05000,  0.96366653
 7304.05000,  0.95812704
 7305.05000,  0.95613875
 7306.05000,  0.95717482
 7307.05000,  0.95730532
 7308.05000,  0.94901989
 7309.05000,  0.95093646
 7310.05000,  0.95093691
 7311.05000,  0.94998784
 7312.05000,  0.95415614
