#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_FeXRD_8.001: FeXANES_GT5_flaky2_FeXRD_8.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_FeXRD_8.001
 7032.05000,  4.61399e-4
 7037.05000,  4.14855e-4
 7042.05000,  1.10313e-4
 7047.05000, -1.39173e-5
 7052.05000, -2.28918e-4
 7057.05000, -1.81549e-4
 7062.05000, -3.05258e-4
 7067.05000, -2.65509e-4
 7072.05000, -1.19949e-4
 7077.05000,  1.99350e-5
 7082.05000,  5.69998e-4
 7087.05000,  7.34757e-4
 7092.05000,  0.00200413
 7097.05000,  0.00402840
 7102.05000,  0.00620741
 7102.35000,  0.00718287
 7102.65000,  0.00739632
 7102.95000,  0.00750992
 7103.25000,  0.00803717
 7103.55000,  0.00810419
 7103.85000,  0.00854191
 7104.15000,  0.00882732
 7104.45000,  0.00892231
 7104.75000,  0.00986485
 7105.05000,  0.00994100
 7105.35000,  0.01022545
 7105.65000,  0.01086647
 7105.95000,  0.01136608
 7106.25000,  0.01173459
 7106.55000,  0.01186828
 7106.85000,  0.01287300
 7107.15000,  0.01343382
 7107.45000,  0.01420761
 7107.75000,  0.01481872
 7108.05000,  0.01501571
 7108.35000,  0.01662858
 7108.65000,  0.01763929
 7108.95000,  0.01872224
 7109.25000,  0.02047182
 7109.55000,  0.02207002
 7109.85000,  0.02405134
 7110.15000,  0.02766544
 7110.45000,  0.03366171
 7110.75000,  0.03902549
 7111.05000,  0.04343353
 7111.35000,  0.04534627
 7111.65000,  0.05185262
 7111.95000,  0.05560359
 7112.25000,  0.05832152
 7112.55000,  0.06193106
 7112.85000,  0.06476324
 7113.15000,  0.06579855
 7113.45000,  0.06621973
 7113.75000,  0.06469694
 7114.05000,  0.06359796
 7114.35000,  0.06336284
 7114.65000,  0.06354861
 7114.95000,  0.06731336
 7115.25000,  0.07329427
 7115.55000,  0.08200331
 7115.85000,  0.09551384
 7116.15000,  0.10439546
 7116.45000,  0.11932684
 7116.75000,  0.15577504
 7117.05000,  0.18323933
 7117.35000,  0.20387563
 7117.65000,  0.22042669
 7117.95000,  0.25352842
 7118.25000,  0.28027262
 7118.55000,  0.33148213
 7118.85000,  0.35646659
 7119.15000,  0.43359445
 7119.45000,  0.47612998
 7119.75000,  0.53026195
 7120.05000,  0.59208693
 7120.35000,  0.63205776
