#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_super_dark_Fe_1.001: FeXANES_GT15_super_dark_Fe_1.001
#------------------------------------------
# energy, FeXANES_GT15_super_dark_Fe_1.001
 7032.05000,  8.38414e-4
 7037.05000,  5.32568e-4
 7042.05000,  2.71297e-4
 7047.05000,  1.17086e-4
 7052.05000, -1.92223e-4
 7057.05000, -2.79826e-4
 7062.05000, -3.93337e-4
 7067.05000, -4.81519e-4
 7072.05000, -4.54526e-4
 7077.05000, -2.89118e-4
 7082.05000,  1.55050e-4
 7087.05000,  0.00101455
 7092.05000,  0.00265972
 7097.05000,  0.00333733
 7102.05000,  0.00841239
 7102.35000,  0.00847825
 7102.65000,  0.00936770
 7102.95000,  0.00972753
 7103.25000,  0.01004658
 7103.55000,  0.01038755
 7103.85000,  0.01115876
 7104.15000,  0.01160453
 7104.45000,  0.01214371
 7104.75000,  0.01236072
 7105.05000,  0.01282899
 7105.35000,  0.01297652
 7105.65000,  0.01372665
 7105.95000,  0.01422920
 7106.25000,  0.01480457
 7106.55000,  0.01552190
 7106.85000,  0.01559653
 7107.15000,  0.01658190
 7107.45000,  0.01736026
 7107.75000,  0.01793483
 7108.05000,  0.01900982
 7108.35000,  0.02043988
 7108.65000,  0.02203623
 7108.95000,  0.02307090
 7109.25000,  0.02588357
 7109.55000,  0.02872827
 7109.85000,  0.03164457
 7110.15000,  0.03836401
 7110.45000,  0.04465454
 7110.75000,  0.05287994
 7111.05000,  0.05882490
 7111.35000,  0.06714445
 7111.65000,  0.07719546
 7111.95000,  0.08683653
 7112.25000,  0.09765056
 7112.55000,  0.10094409
 7112.85000,  0.10577699
 7113.15000,  0.10708506
 7113.45000,  0.10337091
 7113.75000,  0.10186328
 7114.05000,  0.10221387
 7114.35000,  0.10112536
 7114.65000,  0.10101472
 7114.95000,  0.10310831
 7115.25000,  0.10704440
 7115.55000,  0.11413915
 7115.85000,  0.12137811
 7116.15000,  0.13660881
 7116.45000,  0.15341080
 7116.75000,  0.17126674
 7117.05000,  0.18615059
 7117.35000,  0.20629923
 7117.65000,  0.22203663
 7117.95000,  0.26176038
 7118.25000,  0.28775607
 7118.55000,  0.33612869
 7118.85000,  0.38088432
 7119.15000,  0.42983542
 7119.45000,  0.47976924
 7119.75000,  0.49230868
 7120.05000,  0.56350654
 7120.35000,  0.60568954
 7120.65000,  0.65476650
 7120.95000,  0.68328528
 7121.25000,  0.71753986
 7121.55000,  0.75380356
 7121.85000,  0.78867421
 7122.15000,  0.81940966
 7122.45000,  0.85481481
 7122.75000,  0.88703546
 7123.05000,  0.92313347
 7123.35000,  0.95081336
 7123.65000,  0.98244856
 7123.95000,  1.02536203
 7124.25000,  1.05430914
 7124.55000,  1.07952256
 7124.85000,  1.09817605
 7125.15000,  1.11149791
 7125.45000,  1.12205766
 7125.75000,  1.12970285
 7126.05000,  1.13054223
 7126.35000,  1.13667501
 7126.65000,  1.14089336
 7126.95000,  1.15131568
 7127.25000,  1.15989118
 7127.55000,  1.17521212
 7127.85000,  1.17949062
 7128.15000,  1.19279176
 7128.45000,  1.21306885
 7128.75000,  1.21744877
 7129.05000,  1.24741311
 7129.35000,  1.25512855
 7129.65000,  1.25795302
 7129.95000,  1.25658483
 7130.25000,  1.25312099
 7130.55000,  1.24584041
 7130.85000,  1.24407858
 7131.15000,  1.24038803
 7131.45000,  1.22434784
 7131.75000,  1.21960542
 7132.05000,  1.21807436
 7133.05000,  1.17578309
 7134.05000,  1.16108749
 7135.05000,  1.12625517
 7136.05000,  1.11157762
 7137.05000,  1.09353066
 7138.05000,  1.07131057
 7139.05000,  1.06495798
 7140.05000,  1.05497788
 7141.05000,  1.04724059
 7142.05000,  1.04280222
 7143.05000,  1.03597843
 7144.05000,  1.03303990
 7145.05000,  1.02689559
 7146.05000,  1.01634258
 7147.05000,  1.00000163
 7148.05000,  0.97562656
 7149.05000,  0.95866174
 7150.05000,  0.94599337
 7151.05000,  0.92891606
 7152.05000,  0.91773194
 7153.05000,  0.91212830
 7154.05000,  0.90311928
 7155.05000,  0.90101970
 7156.05000,  0.90023937
 7157.05000,  0.89924823
 7158.05000,  0.90387133
 7159.05000,  0.90428116
 7160.05000,  0.91390729
 7161.05000,  0.92035192
 7162.05000,  0.93176348
 7163.05000,  0.93905873
 7164.05000,  0.94599182
 7165.05000,  0.94698044
 7166.05000,  0.96006011
 7167.05000,  0.96439563
 7168.05000,  0.96949017
 7169.05000,  0.98106092
 7170.05000,  0.98669156
 7171.05000,  0.99668262
 7172.05000,  1.00865219
 7173.05000,  1.01620371
 7174.05000,  1.02426198
 7175.05000,  1.02975105
 7176.05000,  1.03413948
 7177.05000,  1.04721062
 7178.05000,  1.05179801
 7179.05000,  1.05671749
 7180.05000,  1.06292637
 7181.05000,  1.06424008
 7182.05000,  1.06727538
 7183.05000,  1.07212360
 7184.05000,  1.07511443
 7185.05000,  1.07647240
 7186.05000,  1.08070286
 7187.05000,  1.07630480
 7188.05000,  1.07108296
 7189.05000,  1.07168883
 7190.05000,  1.06602588
 7191.05000,  1.05922565
 7192.05000,  1.05313956
 7193.05000,  1.04638009
 7194.05000,  1.04141512
 7195.05000,  1.03857438
 7196.05000,  1.03241722
 7197.05000,  1.02300605
 7198.05000,  1.01614773
 7199.05000,  1.01038577
 7200.05000,  1.00793882
 7201.05000,  0.99962189
 7202.05000,  0.99183142
 7203.05000,  0.98920201
 7204.05000,  0.98781126
 7205.05000,  0.98398250
 7206.05000,  0.98197579
 7207.05000,  0.97699938
 7208.05000,  0.98143232
 7209.05000,  0.98656608
 7210.05000,  0.98649984
 7211.05000,  0.98357324
 7212.05000,  0.98397584
 7213.05000,  0.98882614
 7214.05000,  0.98848606
 7215.05000,  0.98714950
 7216.05000,  0.99458548
 7217.05000,  0.99797681
 7218.05000,  1.00078352
 7219.05000,  1.00351844
 7220.05000,  1.00517348
 7221.05000,  1.00565566
 7222.05000,  1.00489134
 7223.05000,  1.00177279
 7224.05000,  1.00117682
 7225.05000,  0.99873630
 7226.05000,  0.99649576
 7227.05000,  0.99405142
 7228.05000,  0.99027335
 7229.05000,  0.98532435
 7230.05000,  0.98205332
 7231.05000,  0.98014019
 7232.05000,  0.97643876
 7233.05000,  0.97555366
 7234.05000,  0.97448728
 7235.05000,  0.97611387
 7236.05000,  0.97765913
 7237.05000,  0.97522141
 7238.05000,  0.97328063
 7239.05000,  0.97595833
 7240.05000,  0.97304316
 7241.05000,  0.97376205
 7242.05000,  0.97407535
 7243.05000,  0.97501608
 7244.05000,  0.97711411
 7245.05000,  0.97639827
 7246.05000,  0.97938430
 7247.05000,  0.98070921
 7248.05000,  0.98144533
 7249.05000,  0.98369946
 7250.05000,  0.98612572
 7251.05000,  0.98577731
 7252.05000,  0.99086818
 7253.05000,  0.99076312
 7254.05000,  0.99510882
 7255.05000,  1.00105868
 7256.05000,  0.98052508
 7257.05000,  0.99451240
 7258.05000,  0.99508930
 7259.05000,  0.99784267
 7260.05000,  0.98797777
 7261.05000,  1.00243572
 7262.05000,  1.00643169
 7263.05000,  1.06915965
 7264.05000,  1.04065150
 7265.05000,  0.99345608
 7266.05000,  1.01618546
 7267.05000,  1.02295399
 7268.05000,  1.03459676
 7269.05000,  1.00953959
 7270.05000,  1.02010289
 7271.05000,  1.01830919
 7272.05000,  1.02054184
 7273.05000,  1.02250646
 7274.05000,  1.02643131
 7275.05000,  1.02481832
 7276.05000,  1.02178083
 7277.05000,  1.02001291
 7278.05000,  1.02348279
 7279.05000,  1.02264441
 7280.05000,  1.02494052
 7281.05000,  1.01901927
 7282.05000,  1.02214413
 7283.05000,  1.02035890
 7284.05000,  1.01906080
 7285.05000,  1.01957179
 7286.05000,  1.01457958
 7287.05000,  1.01394728
 7288.05000,  1.01468204
 7289.05000,  1.01489716
 7290.05000,  1.01323920
 7291.05000,  1.01150560
 7292.05000,  1.00730745
 7293.05000,  1.00677815
 7294.05000,  1.00577182
 7295.05000,  1.00284354
 7296.05000,  1.00183597
 7297.05000,  1.00059193
 7298.05000,  0.99796984
 7299.05000,  0.99548131
 7300.05000,  0.99503840
 7301.05000,  0.99315893
 7302.05000,  0.98929130
 7303.05000,  0.98799778
 7304.05000,  0.98711684
 7305.05000,  0.98441870
 7306.05000,  0.97984289
 7307.05000,  0.98261413
 7308.05000,  0.97821839
 7309.05000,  0.97670792
 7310.05000,  0.97486545
 7311.05000,  0.97397950
 7312.05000,  0.96861552
