#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky_nodule_Fe_5.001: FeXANES_GT5_flaky_nodule_Fe_5.001
#------------------------------------------
# energy, FeXANES_GT5_flaky_nodule_Fe_5.001
 7032.05000,  7.22524e-4
 7037.05000,  4.34648e-4
 7042.05000,  1.41394e-4
 7047.05000,  9.70313e-5
 7052.05000, -2.15023e-4
 7057.05000, -1.81240e-4
 7062.05000, -3.61409e-4
 7067.05000, -3.33789e-4
 7072.05000, -1.97654e-4
 7077.05000, -6.87374e-5
 7082.05000,  6.99680e-5
 7087.05000,  6.14812e-4
 7092.05000,  0.00203982
 7097.05000,  0.00319253
 7102.05000,  0.00644015
 7102.35000,  0.00714141
 7102.65000,  0.00792063
 7102.95000,  0.00807319
 7103.25000,  0.00847696
 7103.55000,  0.00858174
 7103.85000,  0.00876307
 7104.15000,  0.00952637
 7104.45000,  0.00979738
 7104.75000,  0.01058237
 7105.05000,  0.01131631
 7105.35000,  0.01145627
 7105.65000,  0.01230822
 7105.95000,  0.01308010
 7106.25000,  0.01381993
 7106.55000,  0.01532836
 7106.85000,  0.01647332
 7107.15000,  0.01752178
 7107.45000,  0.02006739
 7107.75000,  0.02039996
 7108.05000,  0.02374466
 7108.35000,  0.02539001
 7108.65000,  0.02901422
 7108.95000,  0.03362830
 7109.25000,  0.03815686
 7109.55000,  0.04866336
 7109.85000,  0.06114226
 7110.15000,  0.07848762
 7110.45000,  0.10059139
 7110.75000,  0.12584962
 7111.05000,  0.14942767
 7111.35000,  0.16405518
 7111.65000,  0.18291111
 7111.95000,  0.19379044
 7112.25000,  0.21034358
 7112.55000,  0.21871828
 7112.85000,  0.22480093
 7113.15000,  0.23707359
 7113.45000,  0.24394050
 7113.75000,  0.24905789
 7114.05000,  0.25399701
 7114.35000,  0.25688315
 7114.65000,  0.26189187
 7114.95000,  0.26542240
 7115.25000,  0.26875342
 7115.55000,  0.27167836
 7115.85000,  0.27497283
 7116.15000,  0.28256637
 7116.45000,  0.29651811
 7116.75000,  0.31036778
 7117.05000,  0.32559974
 7117.35000,  0.34462946
 7117.65000,  0.35382790
 7117.95000,  0.37735311
 7118.25000,  0.38898023
 7118.55000,  0.41566032
 7118.85000,  0.43383399
 7119.15000,  0.44938347
 7119.45000,  0.45887820
 7119.75000,  0.48042261
 7120.05000,  0.51479336
 7120.35000,  0.53721657
 7120.65000,  0.55415178
 7120.95000,  0.58043385
 7121.25000,  0.59732350
 7121.55000,  0.62642644
 7121.85000,  0.63833244
 7122.15000,  0.65542208
 7122.45000,  0.70027264
 7122.75000,  0.71403685
 7123.05000,  0.73600307
 7123.35000,  0.74634671
 7123.65000,  0.76244388
 7123.95000,  0.79446383
 7124.25000,  0.81332319
 7124.55000,  0.82553785
 7124.85000,  0.83999749
 7125.15000,  0.84857985
 7125.45000,  0.86033520
 7125.75000,  0.86822037
 7126.05000,  0.88086485
 7126.35000,  0.90215882
 7126.65000,  0.93456991
 7126.95000,  0.95990993
 7127.25000,  0.98136643
 7127.55000,  0.99729714
 7127.85000,  1.01856732
 7128.15000,  1.05321857
 7128.45000,  1.06897546
 7128.75000,  1.08544317
 7129.05000,  1.10426780
 7129.35000,  1.11621184
 7129.65000,  1.12234544
 7129.95000,  1.12385729
 7130.25000,  1.11915344
 7130.55000,  1.11484426
 7130.85000,  1.10380802
 7131.15000,  1.10200000
 7131.45000,  1.09022050
 7131.75000,  1.08756544
 7132.05000,  1.07118251
 7133.05000,  1.05192137
 7134.05000,  1.02786505
 7135.05000,  1.00562069
