#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flakysmooth2_Fe_4.001: FeXANES_GT5_flakysmooth2_Fe_4.001
#------------------------------------------
# energy, FeXANES_GT5_flakysmooth2_Fe_4.001
 7032.05000,  0.00118628
 7037.05000,  0.00147592
 7042.05000,  8.28674e-4
 7047.05000,  4.88617e-4
 7052.05000, -1.71817e-4
 7057.05000, -2.27643e-4
 7062.05000, -4.56512e-4
 7067.05000, -6.48089e-4
 7072.05000, -0.00107492
 7077.05000, -5.71145e-4
 7082.05000,  4.43536e-4
 7087.05000,  0.00138930
 7092.05000,  0.00311720
 7097.05000,  0.00578032
 7102.05000,  0.00912157
 7102.35000,  0.01065797
 7102.65000,  0.01110622
 7102.95000,  0.01166842
 7103.25000,  0.01165023
 7103.55000,  0.01240661
 7103.85000,  0.01269514
 7104.15000,  0.01332500
 7104.45000,  0.01360956
 7104.75000,  0.01440422
 7105.05000,  0.01472574
 7105.35000,  0.01528205
 7105.65000,  0.01565091
 7105.95000,  0.01656850
 7106.25000,  0.01689829
 7106.55000,  0.01780316
 7106.85000,  0.01867170
 7107.15000,  0.01934153
 7107.45000,  0.01960601
 7107.75000,  0.02113203
 7108.05000,  0.02188429
 7108.35000,  0.02299121
 7108.65000,  0.02386043
 7108.95000,  0.02545606
 7109.25000,  0.02624306
 7109.55000,  0.02958672
 7109.85000,  0.03021398
 7110.15000,  0.03398795
 7110.45000,  0.03932200
 7110.75000,  0.04152910
 7111.05000,  0.04865582
 7111.35000,  0.05568582
 7111.65000,  0.07355689
 7111.95000,  0.08825624
 7112.25000,  0.09413400
 7112.55000,  0.10434502
 7112.85000,  0.11322901
 7113.15000,  0.12065008
 7113.45000,  0.13288363
 7113.75000,  0.13677269
 7114.05000,  0.13107972
 7114.35000,  0.12163554
 7114.65000,  0.11748099
 7114.95000,  0.11367365
 7115.25000,  0.11437283
 7115.55000,  0.11720517
 7115.85000,  0.11973342
 7116.15000,  0.12418285
 7116.45000,  0.12969355
 7116.75000,  0.13659596
 7117.05000,  0.14347794
 7117.35000,  0.15027329
 7117.65000,  0.15457548
 7117.95000,  0.16497639
 7118.25000,  0.17628213
 7118.55000,  0.19006800
 7118.85000,  0.21256637
 7119.15000,  0.23365205
 7119.45000,  0.26191602
 7119.75000,  0.29312223
 7120.05000,  0.32652446
 7120.35000,  0.35931434
 7120.65000,  0.36096025
 7120.95000,  0.41962138
