#saved Fri Feb 13 15:41:48 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_rectangles_Fe_6.001: FeXANES_GT15_rectangles_Fe_6.001
#------------------------------------------
# energy, FeXANES_GT15_rectangles_Fe_6.001
 7032.05000,  5.43448e-4
 7037.05000,  3.73118e-4
 7042.05000,  1.93085e-4
 7047.05000, -4.48460e-5
 7052.05000, -1.48425e-4
 7057.05000, -2.78819e-4
 7062.05000, -1.98145e-4
 7067.05000, -2.21813e-4
 7072.05000, -3.36925e-4
 7077.05000, -1.72304e-4
 7082.05000,  8.35074e-4
 7087.05000,  0.00127220
 7092.05000,  0.00229335
 7097.05000,  0.00292578
 7102.05000,  0.00637780
 7102.35000,  0.00828387
 7102.65000,  0.00885696
 7102.95000,  0.00904074
 7103.25000,  0.00933942
 7103.55000,  0.00985576
 7103.85000,  0.00994527
 7104.15000,  0.01052468
 7104.45000,  0.01065539
 7104.75000,  0.01135573
 7105.05000,  0.01164372
 7105.35000,  0.01210346
 7105.65000,  0.01281083
 7105.95000,  0.01305808
 7106.25000,  0.01384835
 7106.55000,  0.01444230
 7106.85000,  0.01540695
 7107.15000,  0.01584001
 7107.45000,  0.01683481
 7107.75000,  0.01777312
 7108.05000,  0.01801012
 7108.35000,  0.01882761
 7108.65000,  0.02045550
 7108.95000,  0.02192315
 7109.25000,  0.02365594
 7109.55000,  0.02527639
 7109.85000,  0.02859785
 7110.15000,  0.03345001
 7110.45000,  0.03823191
 7110.75000,  0.04234115
 7111.05000,  0.04568625
 7111.35000,  0.04860151
 7111.65000,  0.05145859
 7111.95000,  0.05518936
 7112.25000,  0.05727595
 7112.55000,  0.06200564
 7112.85000,  0.06691260
 7113.15000,  0.06890576
 7113.45000,  0.06952451
 7113.75000,  0.06928267
 7114.05000,  0.06830866
 7114.35000,  0.06849312
 7114.65000,  0.06816491
 7114.95000,  0.07049929
 7115.25000,  0.07473268
 7115.55000,  0.08054469
 7115.85000,  0.08926413
 7116.15000,  0.09753405
 7116.45000,  0.11514381
 7116.75000,  0.12922963
 7117.05000,  0.15650804
 7117.35000,  0.17606670
 7117.65000,  0.20504916
 7117.95000,  0.22888919
 7118.25000,  0.27703529
 7118.55000,  0.33253799
 7118.85000,  0.38546366
 7119.15000,  0.42641343
 7119.45000,  0.47848490
 7119.75000,  0.54274485
 7120.05000,  0.58281918
 7120.35000,  0.61919966
 7120.65000,  0.64851335
 7120.95000,  0.67068931
 7121.25000,  0.69522638
 7121.55000,  0.74130232
 7121.85000,  0.77946253
 7122.15000,  0.82296093
 7122.45000,  0.86500797
 7122.75000,  0.90272621
 7123.05000,  0.95849734
 7123.35000,  0.99126866
 7123.65000,  1.03987283
 7123.95000,  1.07265522
 7124.25000,  1.09601594
 7124.55000,  1.11668096
 7124.85000,  1.13348469
 7125.15000,  1.15456437
 7125.45000,  1.16369065
 7125.75000,  1.17556075
 7126.05000,  1.19192571
 7126.35000,  1.19556171
 7126.65000,  1.21091924
 7126.95000,  1.21942189
 7127.25000,  1.24104905
 7127.55000,  1.26052629
 7127.85000,  1.27728474
 7128.15000,  1.30471029
 7128.45000,  1.31831155
 7128.75000,  1.32845152
 7129.05000,  1.34225956
 7129.35000,  1.33839404
 7129.65000,  1.33674417
 7129.95000,  1.31756061
 7130.25000,  1.30685417
 7130.55000,  1.28778867
 7130.85000,  1.25002212
 7131.15000,  1.22748367
 7131.45000,  1.20858150
 7131.75000,  1.18624175
 7132.05000,  1.17352215
 7133.05000,  1.11810342
 7134.05000,  1.07806741
 7135.05000,  1.05328572
 7136.05000,  1.03382575
 7137.05000,  1.01853337
 7138.05000,  0.99986322
 7139.05000,  1.00240200
 7140.05000,  1.00765283
 7141.05000,  1.01523178
 7142.05000,  1.01159626
 7143.05000,  1.00361191
 7144.05000,  0.98560351
 7145.05000,  0.96921149
 7146.05000,  0.95487922
 7147.05000,  0.93345975
 7148.05000,  0.91752196
 7149.05000,  0.90306509
 7150.05000,  0.88836592
 7151.05000,  0.88661786
 7152.05000,  0.88519532
 7153.05000,  0.88726195
 7154.05000,  0.89464109
 7155.05000,  0.89749675
 7156.05000,  0.90474027
 7157.05000,  0.91311631
 7158.05000,  0.92086725
 7159.05000,  0.92820688
 7160.05000,  0.93727484
 7161.05000,  0.95021942
 7162.05000,  0.96053055
 7163.05000,  0.96827417
 7164.05000,  0.98081622
 7165.05000,  0.98776206
 7166.05000,  0.99148721
 7167.05000,  0.99651319
 7168.05000,  0.99789666
 7169.05000,  0.99937491
 7170.05000,  1.00126747
 7171.05000,  1.00078605
 7172.05000,  1.00761317
 7173.05000,  1.01216798
 7174.05000,  1.01527658
 7175.05000,  1.02444969
 7176.05000,  1.03055956
 7177.05000,  1.03207314
 7178.05000,  1.03825531
 7179.05000,  1.04041000
 7180.05000,  1.04289006
 7181.05000,  1.03998754
 7182.05000,  1.03785172
 7183.05000,  1.04211804
 7184.05000,  1.04021314
 7185.05000,  1.03829537
 7186.05000,  1.03512204
 7187.05000,  1.03242728
 7188.05000,  1.02774254
 7189.05000,  1.02771992
 7190.05000,  1.02476299
 7191.05000,  1.01872479
 7192.05000,  1.01565246
 7193.05000,  1.01299582
 7194.05000,  1.00549471
 7195.05000,  0.99784529
 7196.05000,  0.99733139
 7197.05000,  0.99381644
 7198.05000,  0.98685601
 7199.05000,  0.98395285
 7200.05000,  0.98348706
 7201.05000,  0.97951336
 7202.05000,  0.98005140
 7203.05000,  0.97568099
 7204.05000,  0.97399916
 7205.05000,  0.97381717
 7206.05000,  0.97229980
 7207.05000,  0.97090560
 7208.05000,  0.97565171
 7209.05000,  0.97753233
 7210.05000,  0.97742907
 7211.05000,  0.97591334
 7212.05000,  0.97693775
 7213.05000,  0.98071989
 7214.05000,  0.98264703
 7215.05000,  0.98459802
 7216.05000,  0.98193595
 7217.05000,  0.98301951
 7218.05000,  0.98159535
 7219.05000,  0.98136031
 7220.05000,  0.98497129
 7221.05000,  0.98244501
 7222.05000,  0.98209429
 7223.05000,  0.98308945
 7224.05000,  0.97872141
 7225.05000,  0.98262986
 7226.05000,  0.98001729
 7227.05000,  0.97814003
 7228.05000,  0.97995486
 7229.05000,  0.97999948
 7230.05000,  0.97930222
 7231.05000,  0.98240378
 7232.05000,  0.98080769
 7233.05000,  0.98244072
 7234.05000,  0.98520548
 7235.05000,  0.98545803
 7236.05000,  0.98923776
 7237.05000,  0.98806632
 7238.05000,  0.99109187
 7239.05000,  0.99347921
 7240.05000,  0.99667318
 7241.05000,  0.99652792
 7242.05000,  1.00000380
 7243.05000,  1.00594132
 7244.05000,  1.00546044
 7245.05000,  1.00596830
 7246.05000,  1.01144926
 7247.05000,  1.01728676
 7248.05000,  1.01219481
 7249.05000,  1.01260290
 7250.05000,  1.00923706
 7251.05000,  1.01265512
 7252.05000,  1.01295484
 7253.05000,  1.00882460
 7254.05000,  1.01680804
 7255.05000,  1.02657478
 7256.05000,  1.00598129
 7257.05000,  1.01980873
 7258.05000,  1.01720629
 7259.05000,  1.02227652
 7260.05000,  1.02039498
 7261.05000,  1.02006464
 7262.05000,  1.02310981
 7263.05000,  1.05474260
 7264.05000,  1.03709517
 7265.05000,  1.01911342
 7266.05000,  1.01818240
 7267.05000,  1.01517006
 7268.05000,  1.01960253
 7269.05000,  1.01126416
 7270.05000,  1.00827755
 7271.05000,  1.01172613
 7272.05000,  1.01637453
 7273.05000,  1.00867741
 7274.05000,  1.01025284
 7275.05000,  1.00735165
 7276.05000,  1.00828351
 7277.05000,  1.00360825
 7278.05000,  1.00501815
 7279.05000,  1.00673899
 7280.05000,  1.00528902
 7281.05000,  1.00407551
 7282.05000,  1.00098573
 7283.05000,  1.00295631
 7284.05000,  1.00187678
 7285.05000,  0.99980538
 7286.05000,  0.99807823
 7287.05000,  0.99688956
 7288.05000,  0.99608673
 7289.05000,  0.99548579
 7290.05000,  0.99720304
 7291.05000,  0.99369836
 7292.05000,  0.99387029
 7293.05000,  0.99532356
 7294.05000,  0.99597345
 7295.05000,  0.99300651
 7296.05000,  0.99383204
 7297.05000,  0.99514049
 7298.05000,  0.99447784
 7299.05000,  0.99316617
 7300.05000,  0.99170099
 7301.05000,  0.99197713
 7302.05000,  0.99524345
 7303.05000,  0.99515634
 7304.05000,  0.99469918
 7305.05000,  0.99238313
 7306.05000,  0.99107933
 7307.05000,  0.99026132
 7308.05000,  0.99186998
 7309.05000,  0.99424146
 7310.05000,  0.99224967
 7311.05000,  0.99287132
 7312.05000,  0.99139459
