#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT15_flakydark_Fe_5.001: FeXANES_GT15_flakydark_Fe_5.001
#------------------------------------------
# energy, FeXANES_GT15_flakydark_Fe_5.001
 7130.85000,  1.19504496
 7131.15000,  1.16736553
 7131.45000,  1.15037404
 7131.75000,  1.12968147
 7132.05000,  1.11487043
 7133.05000,  1.06937204
 7134.05000,  1.04311462
 7135.05000,  1.02230471
 7136.05000,  0.99271154
 7137.05000,  0.97572385
 7138.05000,  0.97238191
 7139.05000,  0.97469684
 7140.05000,  0.98154539
 7141.05000,  0.99438583
 7142.05000,  0.99598446
 7143.05000,  0.99274259
 7144.05000,  0.97333102
 7145.05000,  0.95674610
 7146.05000,  0.94078880
 7147.05000,  0.92094510
 7148.05000,  0.90768422
 7149.05000,  0.89831421
 7150.05000,  0.89122436
 7151.05000,  0.88530934
 7152.05000,  0.88912665
 7153.05000,  0.89377356
 7154.05000,  0.90165518
 7155.05000,  0.91115829
 7156.05000,  0.91922636
 7157.05000,  0.92547189
 7158.05000,  0.93313209
 7159.05000,  0.94082348
 7160.05000,  0.95144521
 7161.05000,  0.96317018
 7162.05000,  0.96779749
 7163.05000,  0.98169174
 7164.05000,  0.98856113
 7165.05000,  0.99072370
 7166.05000,  1.00116816
 7167.05000,  1.00326269
 7168.05000,  1.00399755
 7169.05000,  1.00338068
 7170.05000,  1.00414645
 7171.05000,  1.00521830
 7172.05000,  1.01073798
 7173.05000,  1.01364905
 7174.05000,  1.01926737
 7175.05000,  1.02081729
 7176.05000,  1.03243810
 7177.05000,  1.03230124
 7178.05000,  1.03804605
 7179.05000,  1.03563808
 7180.05000,  1.03820757
 7181.05000,  1.03638247
 7182.05000,  1.03433855
 7183.05000,  1.03695695
 7184.05000,  1.03544705
 7185.05000,  1.03425259
 7186.05000,  1.02800824
 7187.05000,  1.02874232
 7188.05000,  1.02809110
 7189.05000,  1.02622370
 7190.05000,  1.01971757
 7191.05000,  1.01515480
 7192.05000,  1.01173592
 7193.05000,  1.00442691
 7194.05000,  1.00094985
 7195.05000,  0.99670861
 7196.05000,  0.99382431
 7197.05000,  0.99090003
 7198.05000,  0.98933864
 7199.05000,  0.98603296
 7200.05000,  0.98257696
 7201.05000,  0.98179936
 7202.05000,  0.97978478
 7203.05000,  0.97941679
 7204.05000,  0.98039588
 7205.05000,  0.98113320
 7206.05000,  0.98190275
 7207.05000,  0.98140363
 7208.05000,  0.98189924
 7209.05000,  0.98512849
 7210.05000,  0.98417591
 7211.05000,  0.98367682
 7212.05000,  0.98670061
 7213.05000,  0.98506439
 7214.05000,  0.98480356
 7215.05000,  0.98799931
 7216.05000,  0.99003206
 7217.05000,  0.99151609
 7218.05000,  0.99264049
 7219.05000,  0.99063189
 7220.05000,  0.99264639
 7221.05000,  0.99100204
 7222.05000,  0.99303258
 7223.05000,  0.99407058
 7224.05000,  0.99398927
 7225.05000,  0.99197411
 7226.05000,  0.99200441
 7227.05000,  0.99083101
 7228.05000,  0.98970808
 7229.05000,  0.99289724
 7230.05000,  0.99116855
 7231.05000,  0.99464566
 7232.05000,  0.99111486
 7233.05000,  0.99205385
 7234.05000,  0.99244211
 7235.05000,  0.99414554
 7236.05000,  0.99588725
 7237.05000,  0.99478616
 7238.05000,  0.99788186
 7239.05000,  1.00061621
 7240.05000,  1.00459846
 7241.05000,  1.00780819
 7242.05000,  1.01065516
 7243.05000,  1.01134430
 7244.05000,  1.01340376
 7245.05000,  1.01488728
 7246.05000,  1.01832348
 7247.05000,  1.02387025
 7248.05000,  1.02023666
 7249.05000,  1.01421409
 7250.05000,  1.01408004
 7251.05000,  1.01335811
 7252.05000,  1.01654624
 7253.05000,  1.01859310
 7254.05000,  1.01589444
 7255.05000,  1.02176636
 7256.05000,  1.00761394
 7257.05000,  1.01382235
 7258.05000,  1.01465325
 7259.05000,  1.01787020
 7260.05000,  1.01256347
 7261.05000,  1.01565822
 7262.05000,  1.01524153
 7263.05000,  1.06234797
 7264.05000,  1.03204341
 7265.05000,  1.00673611
 7266.05000,  1.00524905
 7267.05000,  1.00867591
 7268.05000,  1.00682978
 7269.05000,  1.00577574
 7270.05000,  1.00390139
 7271.05000,  1.00711850
 7272.05000,  1.00535228
 7273.05000,  1.00287839
 7274.05000,  0.99933121
 7275.05000,  0.99796106
 7276.05000,  0.99751093
 7277.05000,  0.99719477
 7278.05000,  0.99644203
 7279.05000,  0.99637642
 7280.05000,  1.00056327
 7281.05000,  0.99471642
 7282.05000,  0.99219468
 7283.05000,  0.99194317
 7284.05000,  0.99169296
 7285.05000,  0.99254467
 7286.05000,  0.99193906
 7287.05000,  0.99474953
 7288.05000,  0.99539228
 7289.05000,  0.99345350
 7290.05000,  0.99467001
 7291.05000,  0.99240344
 7292.05000,  0.99492909
 7293.05000,  0.99416845
 7294.05000,  0.99241578
 7295.05000,  0.99154047
 7296.05000,  0.99390519
 7297.05000,  0.99299476
 7298.05000,  0.99213765
 7299.05000,  0.99444058
 7300.05000,  0.99415040
 7301.05000,  0.99602987
 7302.05000,  0.99597806
 7303.05000,  0.99560683
 7304.05000,  0.99795715
 7305.05000,  0.99585530
 7306.05000,  0.99415130
 7307.05000,  0.99429016
 7308.05000,  0.99296283
 7309.05000,  0.99357657
 7310.05000,  0.99806746
 7311.05000,  0.99616374
 7312.05000,  0.99651123
