#saved Fri Feb 13 15:41:47 2026
#saving x array=energy, y array=flat
#FeXANES_GT5_flaky2_Fe_10.001: FeXANES_GT5_flaky2_Fe_10.001
#------------------------------------------
# energy, FeXANES_GT5_flaky2_Fe_10.001
 7032.05000,  2.45340e-4
 7037.05000,  7.13747e-4
 7042.05000,  3.78463e-4
 7047.05000,  1.59894e-4
 7052.05000, -1.38864e-5
 7057.05000, -1.19398e-4
 7062.05000, -2.26179e-4
 7067.05000, -4.14014e-4
 7072.05000, -3.21265e-4
 7077.05000, -1.78132e-5
 7082.05000, -8.53547e-5
 7087.05000,  6.59554e-4
 7092.05000,  6.13541e-4
 7097.05000,  0.00324092
 7102.05000,  0.00522753
 7102.35000,  0.00587702
 7102.65000,  0.00616691
 7102.95000,  0.00626136
 7103.25000,  0.00667943
 7103.55000,  0.00686410
 7103.85000,  0.00704616
 7104.15000,  0.00709453
 7104.45000,  0.00768631
 7104.75000,  0.00812327
 7105.05000,  0.00836247
 7105.35000,  0.00828851
 7105.65000,  0.00872323
 7105.95000,  0.00937560
 7106.25000,  0.00965428
 7106.55000,  0.01018357
 7106.85000,  0.01045613
 7107.15000,  0.01094082
 7107.45000,  0.01132407
 7107.75000,  0.01234791
 7108.05000,  0.01256518
 7108.35000,  0.01362924
 7108.65000,  0.01455277
 7108.95000,  0.01531516
 7109.25000,  0.01627751
 7109.55000,  0.01796045
 7109.85000,  0.01925439
 7110.15000,  0.02236189
 7110.45000,  0.02462831
 7110.75000,  0.02781713
 7111.05000,  0.03231055
 7111.35000,  0.03674513
 7111.65000,  0.04270909
 7111.95000,  0.04816070
 7112.25000,  0.05343873
 7112.55000,  0.06436545
 7112.85000,  0.06770968
 7113.15000,  0.07211281
 7113.45000,  0.07227992
 7113.75000,  0.07088843
 7114.05000,  0.06686823
 7114.35000,  0.06353159
 7114.65000,  0.05914242
 7114.95000,  0.05626994
 7115.25000,  0.05704605
 7115.55000,  0.05975445
 7115.85000,  0.06221296
 7116.15000,  0.06763711
 7116.45000,  0.07283300
 7116.75000,  0.07877278
 7117.05000,  0.09001115
 7117.35000,  0.10562577
 7117.65000,  0.11920654
 7117.95000,  0.13490631
 7118.25000,  0.15529532
 7118.55000,  0.17766572
 7118.85000,  0.19046119
 7119.15000,  0.23623529
 7119.45000,  0.27201727
 7119.75000,  0.29962837
 7120.05000,  0.34351044
 7120.35000,  0.36870464
 7120.65000,  0.40019124
 7120.95000,  0.43713422
 7121.25000,  0.46768101
 7121.55000,  0.49943304
 7121.85000,  0.53846713
 7122.15000,  0.56889284
 7122.45000,  0.61354579
 7122.75000,  0.67341653
 7123.05000,  0.70590078
 7123.35000,  0.76511600
 7123.65000,  0.79684124
 7123.95000,  0.83489213
 7124.25000,  0.86630769
 7124.55000,  0.89656533
 7124.85000,  0.92622603
 7125.15000,  0.95594305
 7125.45000,  0.98315848
 7125.75000,  1.00851296
 7126.05000,  1.03104900
 7126.35000,  1.06511957
 7126.65000,  1.09294451
 7126.95000,  1.12138093
 7127.25000,  1.14503086
 7127.55000,  1.17780971
 7127.85000,  1.19419595
 7128.15000,  1.22317455
 7128.45000,  1.23796316
 7128.75000,  1.25705847
 7129.05000,  1.27340689
 7129.35000,  1.27584212
 7129.65000,  1.28446857
 7129.95000,  1.28478719
 7130.25000,  1.28309445
 7130.55000,  1.28259528
 7130.85000,  1.28521273
 7131.15000,  1.28327288
 7131.45000,  1.28284964
 7131.75000,  1.27889971
 7132.05000,  1.27307338
 7133.05000,  1.23790154
 7134.05000,  1.18450653
 7135.05000,  1.16335960
 7136.05000,  1.12802921
 7137.05000,  1.10391373
 7138.05000,  1.08509439
 7139.05000,  1.08062112
 7140.05000,  1.07758330
 7141.05000,  1.07031122
 7142.05000,  1.06681406
 7143.05000,  1.05791242
 7144.05000,  1.04766259
 7145.05000,  1.04308054
 7146.05000,  1.03044085
 7147.05000,  1.00567136
 7148.05000,  0.99286441
 7149.05000,  0.96659862
 7150.05000,  0.94574580
 7151.05000,  0.91808370
 7152.05000,  0.90672624
 7153.05000,  0.90228320
 7154.05000,  0.89505731
 7155.05000,  0.88859946
 7156.05000,  0.88778814
 7157.05000,  0.88215845
 7158.05000,  0.88032911
 7159.05000,  0.88312012
 7160.05000,  0.88623894
 7161.05000,  0.88928265
 7162.05000,  0.90176819
 7163.05000,  0.90840036
 7164.05000,  0.92022093
 7165.05000,  0.93370348
 7166.05000,  0.94361909
 7167.05000,  0.95753892
 7168.05000,  0.96561045
 7169.05000,  0.98136046
 7170.05000,  0.98891619
 7171.05000,  0.99835806
 7172.05000,  1.00610057
 7173.05000,  1.02020975
 7174.05000,  1.03124579
 7175.05000,  1.03512587
 7176.05000,  1.04331828
 7177.05000,  1.04542191
 7178.05000,  1.04659062
 7179.05000,  1.04654594
 7180.05000,  1.04911245
 7181.05000,  1.05136269
 7182.05000,  1.05284979
 7183.05000,  1.04965259
 7184.05000,  1.05126282
 7185.05000,  1.04500999
 7186.05000,  1.04478969
 7187.05000,  1.04199665
 7188.05000,  1.04096782
 7189.05000,  1.04102128
 7190.05000,  1.03882886
 7191.05000,  1.03588097
 7192.05000,  1.03243285
 7193.05000,  1.02703375
 7194.05000,  1.02489355
 7195.05000,  1.02594941
 7196.05000,  1.02155236
 7197.05000,  1.01972623
 7198.05000,  1.01798600
 7199.05000,  1.01783520
 7200.05000,  1.01399153
 7201.05000,  1.01497769
 7202.05000,  1.01082955
 7203.05000,  1.00907368
 7204.05000,  1.00766348
 7205.05000,  1.00599215
 7206.05000,  1.00443754
 7207.05000,  1.00538070
 7208.05000,  1.00260463
 7209.05000,  1.00117593
 7210.05000,  1.00144477
 7211.05000,  0.99882014
 7212.05000,  0.99749255
 7213.05000,  0.99870280
 7214.05000,  0.99592683
 7215.05000,  0.99432316
 7216.05000,  0.99312473
 7217.05000,  0.99294080
 7218.05000,  0.99075384
 7219.05000,  0.99326696
 7220.05000,  0.99304085
 7221.05000,  0.99344686
 7222.05000,  0.99231854
 7223.05000,  0.99160900
 7224.05000,  0.99190785
 7225.05000,  0.99153397
 7226.05000,  0.98914288
 7227.05000,  0.98929153
 7228.05000,  0.98849061
 7229.05000,  0.98631486
 7230.05000,  0.98657723
 7231.05000,  0.98549533
 7232.05000,  0.98164542
 7233.05000,  0.98416836
 7234.05000,  0.98635481
 7235.05000,  0.98461039
 7236.05000,  0.98456230
 7237.05000,  0.98445759
 7238.05000,  0.98595753
 7239.05000,  0.98654149
 7240.05000,  0.99319517
 7241.05000,  0.98982150
 7242.05000,  0.99244044
 7243.05000,  0.99937048
 7244.05000,  0.99777637
 7245.05000,  0.99998153
 7246.05000,  1.00248428
 7247.05000,  1.01007353
 7248.05000,  1.00357982
 7249.05000,  1.00270293
 7250.05000,  1.00187623
 7251.05000,  1.00280759
 7252.05000,  1.00626150
 7253.05000,  1.00382847
 7254.05000,  1.01059919
 7255.05000,  1.01017100
 7256.05000,  1.00915287
 7257.05000,  1.00967882
 7258.05000,  1.01125984
 7259.05000,  1.01437077
 7260.05000,  1.01083756
 7261.05000,  1.01089252
 7262.05000,  1.01421682
 7263.05000,  1.04621827
 7264.05000,  1.02463414
 7265.05000,  0.99083696
 7266.05000,  1.01516795
 7267.05000,  1.01358437
 7268.05000,  1.01768568
 7269.05000,  1.01606403
 7270.05000,  1.01343412
 7271.05000,  1.01290582
 7272.05000,  1.01704131
 7273.05000,  1.01319989
 7274.05000,  1.00962980
 7275.05000,  1.01087566
 7276.05000,  1.00848765
 7277.05000,  1.00814362
 7278.05000,  1.00911038
 7279.05000,  1.00894227
 7280.05000,  1.00772309
 7281.05000,  1.00448383
 7282.05000,  1.00033661
 7283.05000,  0.99987431
 7284.05000,  1.00099935
 7285.05000,  0.99728455
 7286.05000,  0.99511495
 7287.05000,  0.99577645
 7288.05000,  0.99213806
 7289.05000,  0.99238273
 7290.05000,  0.99005743
 7291.05000,  0.99216403
 7292.05000,  0.99399150
 7293.05000,  0.99204940
 7294.05000,  0.99333268
 7295.05000,  0.99127808
 7296.05000,  0.99245531
 7297.05000,  0.99022688
 7298.05000,  0.99112037
 7299.05000,  0.99206589
 7300.05000,  0.99242962
 7301.05000,  0.98992770
 7302.05000,  0.99251720
 7303.05000,  0.99261582
 7304.05000,  0.99296609
 7305.05000,  0.99045937
 7306.05000,  0.99266150
 7307.05000,  0.99364424
 7308.05000,  0.99109692
 7309.05000,  0.99307179
 7310.05000,  0.99016630
 7311.05000,  0.99267032
 7312.05000,  0.99581836
